name,bound_xmin,bound_ymin,bound_xmax,bound_ymax,reprojected_bound_xmin,reprojected_bound_ymin,reprojected_bound_xmax,reprojected_bound_ymax
EPSG:22523: Corrego Alegre / UTM zone 23S,-48.0000,-26.3000,-42.0000,-15.0000,177373.6652,7087627.0792,822674.3992,8339496.1511
EPSG:22524: Corrego Alegre / UTM zone 24S,-42.0000,-23.0000,-36.0000,-2.8000,166415.0971,7453343.8855,833576.8479,9690093.3397
EPSG:22525: Corrego Alegre / UTM zone 25S,-36.0000,-10.0500,-34.5000,-5.1500,167331.8938,8887564.3556,335582.4717,9430566.8573
EPSG:22700: Deir ez Zor / Levant Zone,35.1000,32.3100,42.3800,37.2900,88024.4842,42866.7470,773725.6518,604051.6388
EPSG:22770: Deir ez Zor / Syria Lambert,35.1000,32.3100,42.3800,37.2900,88024.4842,42866.7470,773725.6518,604051.6388
EPSG:22780: Deir ez Zor / Levant Stereographic,35.1000,32.3100,42.3800,37.2900,-381358.1849,-204827.3918,304140.2973,350182.2172
EPSG:22832: Douala / UTM zone 32N,8.3800,1.6600,16.2200,13.0900,431035.7135,183474.2830,1305229.4424,1458198.3440
EPSG:22991: Egypt 1907 / Blue Belt,32.5000,27.7000,36.9000,31.3100,53370.5100,846525.4506,487424.0450,1247932.4239
EPSG:22992: Egypt 1907 / Red Belt,29.0000,21.9900,36.9000,33.7500,408428.8038,-76079.2160,1225076.4667,1241503.6214
EPSG:22993: Egypt 1907 / Purple Belt,24.7100,28.1800,29.0000,33.5800,475091.1172,-106.6489,896420.0495,599317.2681
EPSG:22994: Egypt 1907 / Extended Purple Belt,25.0000,21.9900,29.0000,28.1800,493428.8038,313920.7840,906571.1962,999893.3511
EPSG:23028: ED50 / UTM zone 28N,-18.0000,27.6000,-12.0000,60.0000,203860.0925,3056530.4101,796139.9075,6655361.1880
EPSG:23029: ED50 / UTM zone 29N,-12.0000,36.1500,-6.0000,60.0000,230080.3265,4004820.9359,769919.6735,6655361.1880
EPSG:23030: ED50 / UTM zone 30N,-6.0000,35.9500,0.0000,63.9500,229395.8528,3982627.8377,770604.1472,7095075.2268
EPSG:23031: ED50 / UTM zone 31N,0.0000,38.6000,6.0000,67.0000,238730.0252,4276730.7754,761269.9748,7434723.1222
EPSG:23032: ED50 / UTM zone 32N,6.0000,38.8500,12.0000,79.8500,239639.8447,4304481.3362,760360.1553,8866626.5826
EPSG:23033: ED50 / UTM zone 33N,12.0000,35.5000,18.0000,80.0500,227867.8767,3932695.3439,772132.1233,8888922.0027
EPSG:23034: ED50 / UTM zone 34N,18.0000,34.7500,24.0000,80.0500,225358.6605,3849480.5700,774641.3395,8888922.0027
EPSG:23035: ED50 / UTM zone 35N,24.0000,34.7500,30.0000,80.0500,225358.6605,3849480.5700,774641.3395,8888922.0027
EPSG:23036: ED50 / UTM zone 36N,30.0000,31.0000,36.0000,43.3000,213527.5672,3433517.5368,786472.4328,4798588.2736
EPSG:23037: ED50 / UTM zone 37N,36.0000,35.8300,42.0000,43.3000,228986.7536,3969312.2387,771013.2464,4798588.2736
EPSG:23038: ED50 / UTM zone 38N,42.0000,37.0000,48.0000,41.6500,233026.0015,4099147.6709,766973.9985,4615347.4315
EPSG:23090: ED50 / TM 0 N,-4.0000,49.5000,3.4000,63.8300,210392.6053,5488707.6159,746174.9749,7084412.4197
EPSG:23095: ED50 / TM 5 NE,2.5000,51.5000,6.4000,55.8000,326472.1581,5706476.1276,597180.3398,6186785.1018
EPSG:23239: Fahud / UTM zone 39N,51.9000,16.6000,54.0000,19.7000,594327.0343,1835360.2806,820129.6662,2180874.1449
EPSG:23240: Fahud / UTM zone 40N,54.0000,16.8000,59.9000,26.4000,180203.8880,1859530.0038,809128.4715,2923231.7211
EPSG:23433: Garoua / UTM zone 33N,8.3800,1.6600,16.2200,13.0900,-237998.5144,183505.3336,635711.5649,1456398.4423
EPSG:23700: HD72 / EOV,16.1200,45.7800,22.9100,48.6000,422251.0071,52597.3726,950242.2793,368889.2583
EPSG:23830: DGN95 / Indonesia TM-3 zone 46.2,91.6600,2.4000,96.0000,6.0000,-115970.1335,1765444.7493,366836.1831,2164218.9149
EPSG:23831: DGN95 / Indonesia TM-3 zone 47.1,96.0000,-1.9000,99.0000,5.5000,33109.4895,1289856.6689,366890.5105,2108324.9991
EPSG:23832: DGN95 / Indonesia TM-3 zone 47.2,99.0000,-4.0000,102.0000,5.0000,33422.4900,1057587.7885,366577.5100,2053019.9787
EPSG:23833: DGN95 / Indonesia TM-3 zone 48.1,102.0000,-6.7500,105.0000,2.1500,33135.0746,753408.5135,366864.9254,1737793.9979
EPSG:23834: DGN95 / Indonesia TM-3 zone 48.2,105.0000,-7.9000,108.0000,4.7000,33576.2695,626197.5575,366423.7305,2019837.3477
EPSG:23835: DGN95 / Indonesia TM-3 zone 49.1,108.0000,-8.3300,111.0000,4.7000,33576.2695,578630.1012,366423.7305,2019837.3477
EPSG:23836: DGN95 / Indonesia TM-3 zone 49.2,111.0000,-8.6000,114.0000,1.6000,33082.9555,548761.6774,366917.0445,1676962.6288
EPSG:23837: DGN95 / Indonesia TM-3 zone 50.1,114.0000,-9.3300,117.0000,4.5000,33529.8121,468004.3265,366470.1879,1997715.7421
EPSG:23838: DGN95 / Indonesia TM-3 zone 50.2,117.0000,-10.3400,120.0000,4.5000,33529.8121,356266.4276,366470.1879,1997715.7421
EPSG:23839: DGN95 / Indonesia TM-3 zone 51.1,120.0000,-11.1000,123.0000,1.5000,33075.1214,272182.1679,366924.8786,1665902.4157
EPSG:23840: DGN95 / Indonesia TM-3 zone 51.2,123.0000,-11.1000,126.0000,3.8300,33388.8722,272182.1679,366611.1278,1923609.1581
EPSG:23841: DGN95 / Indonesia TM-3 zone 52.1,126.0000,-8.4000,129.0000,4.7000,33576.2695,570886.4725,366423.7305,2019837.3477
EPSG:23842: DGN95 / Indonesia TM-3 zone 52.2,129.0000,-8.8000,132.0000,0.1000,33018.5102,526636.6687,366981.4898,1511060.1375
EPSG:23843: DGN95 / Indonesia TM-3 zone 53.1,132.0000,-8.6000,135.0000,0.0000,33018.2575,548761.6774,366981.7425,1500000.0000
EPSG:23844: DGN95 / Indonesia TM-3 zone 53.2,135.0000,-8.6000,138.0000,-0.5000,33024.5760,548761.6774,366975.4240,1444699.2998
EPSG:23845: DGN95 / Indonesia TM-3 zone 54.1,138.0000,-9.4200,141.0000,0.0000,33018.2575,458047.7323,366981.7425,1500000.0000
EPSG:23846: ID74 / UTM zone 46N,91.6600,2.4000,96.0000,6.0000,351007.3047,265347.5326,833688.2238,664116.4048
EPSG:23847: ID74 / UTM zone 47N,96.0000,0.0000,102.0000,5.5000,166020.2387,0.0000,833979.7613,608770.7949
EPSG:23848: ID74 / UTM zone 48N,102.0000,0.0000,108.0000,4.7000,166020.2387,0.0000,833979.7613,520219.1888
EPSG:23849: ID74 / UTM zone 49N,108.0000,0.0000,114.0000,4.7000,166020.2387,0.0000,833979.7613,520219.1888
EPSG:23850: ID74 / UTM zone 50N,114.0000,0.0000,120.0000,4.5000,166020.2387,0.0000,833979.7613,498081.5266
EPSG:23851: ID74 / UTM zone 51N,120.0000,0.0000,126.0000,3.8300,166020.2387,0.0000,833979.7613,423920.9771
EPSG:23852: ID74 / UTM zone 52N,126.0000,0.0000,132.0000,4.7000,166020.2387,0.0000,833979.7613,520219.1888
EPSG:23866: DGN95 / UTM zone 46N,91.6600,2.4000,96.0000,6.0000,351007.8420,265346.6369,833687.0204,664114.1621
EPSG:23867: DGN95 / UTM zone 47N,96.0000,0.0000,102.0000,5.5000,166021.4431,0.0000,833978.5569,608768.7392
EPSG:23868: DGN95 / UTM zone 48N,102.0000,0.0000,108.0000,4.7000,166021.4431,0.0000,833978.5569,520217.4323
EPSG:23869: DGN95 / UTM zone 49N,108.0000,0.0000,114.0000,4.7000,166021.4431,0.0000,833978.5569,520217.4323
EPSG:23870: DGN95 / UTM zone 50N,114.0000,0.0000,120.0000,4.5000,166021.4431,0.0000,833978.5569,498079.8449
EPSG:23871: DGN95 / UTM zone 51N,120.0000,0.0000,126.0000,3.8300,166021.4431,0.0000,833978.5569,423919.5458
EPSG:23872: DGN95 / UTM zone 52N,126.0000,0.0000,132.0000,4.7000,166021.4431,0.0000,833978.5569,520217.4323
EPSG:23877: DGN95 / UTM zone 47S,96.0000,-4.0000,102.0000,0.0000,166021.4431,9557263.7473,833978.5569,10000000.0000
EPSG:23878: DGN95 / UTM zone 48S,102.0000,-7.9000,108.0000,0.0000,166021.4431,9125566.0572,833978.5569,10000000.0000
EPSG:23879: DGN95 / UTM zone 49S,108.0000,-8.8000,114.0000,0.0000,166021.4431,9025936.2735,833978.5569,10000000.0000
EPSG:23880: DGN95 / UTM zone 50S,114.0000,-10.3300,120.0000,0.0000,166021.4431,8856557.5552,833978.5569,10000000.0000
EPSG:23881: DGN95 / UTM zone 51S,120.0000,-11.1000,126.0000,0.0000,166021.4431,8771310.3803,833978.5569,10000000.0000
EPSG:23882: DGN95 / UTM zone 52S,126.0000,-8.8000,132.0000,0.0000,166021.4431,9025936.2735,833978.5569,10000000.0000
EPSG:23883: DGN95 / UTM zone 53S,132.0000,-8.7000,138.0000,0.0000,166021.4431,9037006.4133,833978.5569,10000000.0000
EPSG:23884: DGN95 / UTM zone 54S,138.0000,-9.4200,141.0000,0.0000,166021.4431,8957300.4396,500000.0000,10000000.0000
EPSG:23887: ID74 / UTM zone 47S,96.0000,-4.0000,102.0000,0.0000,166020.2387,9557262.2525,833979.7613,10000000.0000
EPSG:23888: ID74 / UTM zone 48S,102.0000,-7.9000,108.0000,0.0000,166020.2387,9125563.1035,833979.7613,10000000.0000
EPSG:23889: ID74 / UTM zone 49S,108.0000,-8.8000,114.0000,0.0000,166020.2387,9025932.9827,833979.7613,10000000.0000
EPSG:23890: ID74 / UTM zone 50S,114.0000,-10.3300,120.0000,0.0000,166020.2387,8856553.6910,833979.7613,10000000.0000
EPSG:23891: ID74 / UTM zone 51S,120.0000,-11.1000,126.0000,0.0000,166020.2387,8771306.2273,833979.7613,10000000.0000
EPSG:23892: ID74 / UTM zone 52S,126.0000,-8.8000,132.0000,0.0000,166020.2387,9025932.9827,833979.7613,10000000.0000
EPSG:23893: ID74 / UTM zone 53S,132.0000,-8.7000,138.0000,0.0000,166020.2387,9037003.1600,833979.7613,10000000.0000
EPSG:23894: ID74 / UTM zone 54S,138.0000,-9.4200,141.0000,0.0000,166020.2387,8957296.9165,500000.0000,10000000.0000
EPSG:23946: Indian 1954 / UTM zone 46N,92.0000,15.6000,96.0000,27.1000,393052.9232,1724638.9879,821992.4835,3000763.1778
EPSG:23947: Indian 1954 / UTM zone 47N,96.0000,5.6300,102.0000,28.5500,167970.4987,622852.5937,832715.3750,3161493.9978
EPSG:23948: Indian 1954 / UTM zone 48N,102.0000,5.6300,105.7000,20.4700,168052.0867,622041.2086,577942.4276,2266033.6785
EPSG:24047: Indian 1975 / UTM zone 47N,98.1700,5.6300,102.0000,20.4700,408093.5943,622320.8144,832330.3121,2266175.2718
EPSG:24048: Indian 1975 / UTM zone 48N,102.0000,5.6300,105.7000,20.4700,167669.6879,622301.9568,577510.6537,2266175.2718
EPSG:24100: Jamaica 1875 / Jamaica (Old Grid),-78.4000,17.6500,-76.1000,18.6000,62589.3986,273676.9823,863337.1335,619701.2389
EPSG:24200: JAD69 / Jamaica National Grid,-78.4000,17.6500,-76.1000,18.6000,101439.8150,111496.1789,345503.5085,216965.8732
EPSG:24305: Kalianpur 1937 / UTM zone 45N,88.0400,21.6000,90.0000,26.6300,603508.2177,2388717.5655,810584.4818,2948715.0032
EPSG:24306: Kalianpur 1937 / UTM zone 46N,90.0000,20.7400,92.6700,25.3000,187612.4122,2293220.9590,466785.6452,2801315.0959
EPSG:24311: Kalianpur 1962 / UTM zone 41N,60.9100,25.0000,66.0000,29.8300,289097.1340,2766354.5725,802777.4723,3303456.5742
EPSG:24312: Kalianpur 1962 / UTM zone 42N,66.0000,23.6000,72.0000,36.6000,193876.8733,2612947.0447,806123.1267,4054347.5801
EPSG:24313: Kalianpur 1962 / UTM zone 43N,72.0000,28.2000,77.8700,37.0800,205544.2905,3122441.7849,781689.8804,4107609.2043
EPSG:24342: Kalianpur 1975 / UTM zone 42N,68.1000,20.6000,72.0000,28.3300,406225.6062,2277878.7606,812730.2889,3137158.3584
EPSG:24343: Kalianpur 1975 / UTM zone 43N,72.0000,8.0000,78.0000,35.5500,169351.5463,885241.8445,830837.2938,3937922.8970
EPSG:24344: Kalianpur 1975 / UTM zone 44N,78.0000,8.3300,84.0000,35.5500,169705.8664,921770.3554,830646.4585,3937914.6371
EPSG:24345: Kalianpur 1975 / UTM zone 45N,84.0000,18.1500,90.0000,28.1500,182821.3392,2009097.5184,817690.6104,3117182.8182
EPSG:24346: Kalianpur 1975 / UTM zone 46N,90.0000,10.4500,96.0000,35.5500,171871.7051,1156452.6911,828794.2558,3937883.4670
EPSG:24347: Kalianpur 1975 / UTM zone 47N,96.0000,27.0000,97.4500,35.5500,202683.8259,2987071.2779,359915.1960,3937860.8983
EPSG:24370: Kalianpur 1880 / India zone 0,71.1000,35.5800,77.8700,37.0800,2656650.1582,2119906.4125,3332498.1127,2349113.6019
EPSG:24371: Kalianpur 1880 / India zone I,60.8700,28.0000,97.3800,35.5800,2232315.7751,480280.5726,6125792.1583,1772013.3822
EPSG:24372: Kalianpur 1880 / India zone IIa,60.8700,21.0000,82.0000,28.0000,1506016.0637,422329.8948,3911235.6296,1312916.5387
EPSG:24373: Kalianpur 1880 / India zone III,70.1000,15.0000,87.0000,21.0000,1834956.4024,532508.0871,3823985.5220,1273500.5522
EPSG:24374: Kalianpur 1880 / India zone IV,73.9000,8.0000,80.4000,15.0000,2263837.7410,516419.3089,3048276.8604,1370613.0636
EPSG:24375: Kalianpur 1937 / India zone IIb,88.1000,15.0900,92.7200,26.6500,2535586.8524,-297557.4136,3040368.8309,989132.0912
EPSG:24376: Kalianpur 1962 / India zone I,60.9100,28.0000,77.8700,37.0800,2045159.1630,438905.4039,3714263.5454,1463030.6264
EPSG:24377: Kalianpur 1962 / India zone IIa,61.5000,23.6000,71.8000,28.0000,1469958.0178,650708.9734,2526970.9991,1194467.7177
EPSG:24378: Kalianpur 1975 / India zone I,70.3300,28.0000,97.4500,35.5500,2954490.6892,418192.9563,5608440.0050,1618976.2584
EPSG:24379: Kalianpur 1975 / India zone IIa,68.1000,21.0000,82.0000,28.0000,2128507.1189,374467.1741,3576623.1264,1159812.2817
EPSG:24380: Kalianpur 1975 / India zone IIb,82.0000,21.0000,97.4500,29.3300,1910147.5159,382699.2648,3519602.4425,1306901.7042
EPSG:24381: Kalianpur 1975 / India zone III,70.1000,15.0000,87.0000,21.0000,1677900.6538,486789.1405,3496908.5995,1164407.1173
EPSG:24382: Kalianpur 1880 / India zone IIb,82.0000,21.0000,102.0000,28.0000,2088764.3704,422329.8948,4365786.5876,1301257.6101
EPSG:24383: Kalianpur 1975 / India zone IV,73.9000,8.0000,80.4000,15.0000,2070124.9115,472015.9280,2787508.4029,1253149.1596
EPSG:24500: Kertau 1968 / Singapore Grid,103.6200,1.1200,104.1600,1.4600,4260.3246,11468.9542,64361.4025,49065.6777
EPSG:24547: Kertau 1968 / UTM zone 47N,99.6700,2.4000,102.0000,6.7500,574164.8141,265287.2984,833809.7216,747129.7592
EPSG:24548: Kertau 1968 / UTM zone 48N,102.0000,1.2000,105.7500,6.2500,166304.2946,132642.5210,583649.8785,691781.2545
EPSG:24571: Kertau / R.S.O. Malaya (ch),99.6700,1.2000,105.7500,6.7500,25723.1416,-15382.6237,59373.9927,15182.0372
EPSG:24600: KOC Lambert,46.5700,28.5600,48.4500,30.1000,1651206.2358,730414.0233,1837825.8060,905409.1736
EPSG:24718: La Canoa / UTM zone 18N,-73.3600,7.0000,-72.0000,11.5000,679109.3283,774429.1073,831738.0805,1273340.8556
EPSG:24719: La Canoa / UTM zone 19N,-72.0000,0.7500,-66.0000,12.2000,166263.1761,83370.9756,834168.0559,1350837.5570
EPSG:24893: PSAD56 / Peru east zone,-73.0000,-18.6000,-68.7200,-2.0000,1045900.8310,31867.2873,1521975.4836,1868999.0498
EPSG:25394: Luzon 1911 / Philippines zone IV,122.0000,6.3300,124.4500,14.5000,389353.4417,699990.7548,660446.3327,1603982.8713
EPSG:25832: ETRS89 / UTM zone 32N,5.0500,57.9000,12.0000,65.6700,265948.8191,6421521.2254,677786.3629,7288831.7014
EPSG:25838: ETRS89 / UTM zone 38N,42.0000,37.0000,48.0000,41.6500,233037.8798,4099080.6933,766962.1202,4615266.0119
EPSG:25884: ETRS89 / TM Baltic93,20.9000,53.9200,28.3000,59.6700,296437.4035,5979073.3790,782321.9517,6622508.1855
EPSG:25932: Malongo 1987 / UTM zone 32S,10.8500,-6.0000,12.4300,-5.0300,704781.5863,9335598.6233,880453.3895,9443723.0286
EPSG:26191: Merchich / Nord Maroc,-9.7500,31.5000,-1.0100,35.9500,86661.6116,109335.0949,916839.6617,602597.8926
EPSG:26192: Merchich / Sud Maroc,-13.1000,27.6700,-3.5000,31.5000,-259453.9677,76859.3937,687343.2374,524126.1447
EPSG:26193: Merchich / Sahara,-17.0000,21.0600,-8.6700,27.9000,-8240.0691,-154164.2557,877911.8351,650474.3248
EPSG:26194: Merchich / Sahara Nord,-20.3600,24.3000,-8.6700,27.6800,-315641.2290,205053.5295,877294.4948,659933.8523
EPSG:26195: Merchich / Sahara Sud,-20.3600,20.7800,-8.6700,24.3000,-55338.6022,213522.0906,1167884.6461,675334.6433
EPSG:26237: Massawa / UTM zone 37N,36.4000,12.3300,43.3000,18.5700,217313.4091,1364358.5438,968007.1380,2058627.1855
EPSG:26331: Minna / UTM zone 31N,2.7000,2.2500,6.0000,6.2000,466642.3334,248674.3931,833728.2320,686189.7625
EPSG:26332: Minna / UTM zone 32N,2.7000,2.2500,8.0000,6.2000,-201928.9536,248709.0644,389364.0300,689409.5283
EPSG:26391: Minna / Nigeria West Belt,2.6700,4.2500,6.5000,13.9000,27592.7956,27876.0519,452762.4720,1095514.0123
EPSG:26392: Minna / Nigeria Mid Belt,6.5000,4.2200,10.5000,13.5200,448521.2107,24604.5405,892586.7493,1053463.1820
EPSG:26393: Minna / Nigeria East Belt,10.5000,6.4500,14.6800,13.7500,889137.7895,271271.4868,1351521.5269,1079083.7822
EPSG:26432: Mhast / UTM zone 32S,12.1100,-5.7700,13.0900,-4.3900,844455.4104,9360687.7477,954137.2549,9514142.0228
EPSG:26591: Monte Mario (Rome) / Italy zone 1,6.6500,8.8000,12.0000,47.0500,1241482.0019,973563.1609,1830078.9331,5215189.0853
EPSG:26592: Monte Mario (Rome) / Italy zone 2,12.0000,36.6000,18.5300,47.0900,2251632.4276,4054757.3924,2835795.3321,5221314.5428
EPSG:26632: M'poraloko / UTM zone 32N,9.3300,0.0000,14.5100,2.3300,536691.4340,0.0000,1114089.6071,258714.9795
EPSG:26692: M'poraloko / UTM zone 32S,8.7000,-4.0000,14.5500,0.0000,466616.7703,9555823.5849,1118561.6403,10000000.0000
EPSG:26701: NAD27 / UTM zone 1N,-180.0000,48.0000,-174.0000,63.3000,276389.2337,5320589.4877,723921.5267,7022454.1091
EPSG:26702: NAD27 / UTM zone 2N,-174.0000,48.7000,-168.0000,73.0000,279418.0589,5398361.8647,720858.0870,8102852.9900
EPSG:26703: NAD27 / UTM zone 3N,-168.0000,49.6000,-162.0000,74.3000,283363.0582,5498375.4032,716881.6217,8247702.1240
EPSG:26704: NAD27 / UTM zone 4N,-162.0000,51.1000,-156.0000,74.7000,290081.3902,5665104.4529,710152.9214,8292262.0513
EPSG:26705: NAD27 / UTM zone 5N,-156.0000,52.1000,-150.0000,74.7000,294647.6450,5776273.4019,705581.2779,8292246.5393
EPSG:26706: NAD27 / UTM zone 6N,-150.0000,54.0000,-144.0000,74.2000,303492.5517,5987538.3063,696729.6977,8236511.9392
EPSG:26707: NAD27 / UTM zone 7N,-144.0000,58.7000,-138.0000,71.3300,326287.8146,6510367.8061,673929.6962,7916704.5324
EPSG:26708: NAD27 / UTM zone 8N,-138.0000,52.5000,-132.0000,71.0000,296468.4787,5820701.7300,703744.1956,7879928.6704
EPSG:26709: NAD27 / UTM zone 9N,-132.0000,49.0000,-126.0000,71.0000,280698.2614,5431602.1134,719522.6735,7879915.7573
EPSG:26710: NAD27 / UTM zone 10N,-126.0000,34.4000,-120.0000,77.0000,224315.0045,3810392.1666,775879.7945,8548485.4275
EPSG:26711: NAD27 / UTM zone 11N,-120.0000,27.0000,-114.0000,78.3300,202346.2128,2989789.6289,797793.0180,8696723.9838
EPSG:26712: NAD27 / UTM zone 12N,-114.0000,24.8300,-108.0000,79.2500,196814.5032,2749276.1314,803278.7550,8799244.3390
EPSG:26713: NAD27 / UTM zone 13N,-108.0000,17.8300,-102.0000,80.1000,181985.7630,1973809.4640,818014.2370,8894102.4298
EPSG:26714: NAD27 / UTM zone 14N,-102.0000,15.5000,-96.0000,81.0000,178107.9407,1715778.0707,821892.0593,8994433.6827
EPSG:26715: NAD27 / UTM zone 15N,-96.0000,13.5700,-90.0000,82.0000,175297.2107,1502074.3911,824702.7893,9105917.1100
EPSG:26716: NAD27 / UTM zone 16N,-90.0000,9.1000,-84.0000,82.5000,170201.0418,1007211.0809,829798.9582,9161660.3587
EPSG:26717: NAD27 / UTM zone 17N,-84.0000,8.0000,-78.0000,83.0000,169252.3099,885447.9060,830747.6901,9217404.5493
EPSG:26718: NAD27 / UTM zone 18N,-78.0000,19.6000,-72.0000,83.2000,185282.3052,2169854.6832,814717.6948,9239702.4755
EPSG:26719: NAD27 / UTM zone 19N,-72.0000,40.8000,-66.0000,83.2000,246869.1728,4520657.2681,753032.8319,9239580.5034
EPSG:26720: NAD27 / UTM zone 20N,-66.0000,43.3300,-60.0000,83.0000,256722.3264,4801607.4479,743162.4903,9217289.5808
EPSG:26721: NAD27 / UTM zone 21N,-60.0000,46.7100,-54.0000,55.5000,270630.4265,5177086.0186,729237.0850,6154319.8789
EPSG:26722: NAD27 / UTM zone 22N,-54.0000,46.5000,-48.0000,49.7000,269731.4935,5153767.0853,730127.9638,5509385.9827
EPSG:26729: NAD27 / Alabama East,-86.7900,31.0000,-84.8900,35.0000,200229.7879,183037.0606,795555.6681,1638528.2761
EPSG:26730: NAD27 / Alabama West,-88.4800,30.2000,-86.3000,35.0000,190409.2296,73989.9169,879082.1959,1821103.0810
EPSG:26731: NAD27 / Alaska zone 1,-141.0000,54.5000,-129.9900,60.3600,14846338.4498,-17296377.3920,17185823.4886,-15103786.4176
EPSG:26732: NAD27 / Alaska zone 2,-144.0000,51.3500,-141.0000,71.3500,43235.9822,-965647.4368,728861.5300,6347527.1295
EPSG:26733: NAD27 / Alaska zone 3,-148.0000,51.3500,-144.0000,71.3500,43249.0555,-960947.2086,957402.3055,6347555.9635
EPSG:26734: NAD27 / Alaska zone 4,-152.0000,51.3500,-148.0000,71.3500,43278.0246,-960915.6514,957413.6757,6347596.2975
EPSG:26735: NAD27 / Alaska zone 5,-156.0000,51.3500,-152.0000,71.3500,43298.1237,-960881.6087,957440.8003,6347623.4447
EPSG:26736: NAD27 / Alaska zone 6,-160.0000,51.3500,-156.0000,71.3500,43311.7178,-960860.9373,957459.8303,6347657.5593
EPSG:26737: NAD27 / Alaska zone 7,-164.0000,51.3500,-160.0000,71.3500,243321.9993,-960840.3834,1157471.9741,6347695.9633
EPSG:26738: NAD27 / Alaska zone 8,-168.0000,54.5000,-164.0000,71.3500,75373.0773,188918.2832,925468.4780,6347734.4381
EPSG:26739: NAD27 / Alaska zone 9,-173.1100,54.5000,-168.0000,63.7900,-60356.3713,188942.3010,1025471.7313,3590125.9753
EPSG:26740: NAD27 / Alaska zone 10,-163.0500,51.2000,172.4000,55.0500,350716.0365,287208.1047,5954440.7824,1722866.6659
EPSG:26741: NAD27 / California zone I,-124.4200,39.6000,-120.0000,42.0000,1318375.8466,103621.9090,2563908.2065,980649.6992
EPSG:26742: NAD27 / California zone II,-124.0700,38.0300,-119.5400,40.1500,1404060.9033,139135.2355,2708871.1005,913803.6137
EPSG:26743: NAD27 / California zone III,-123.0900,36.7400,-117.8200,38.7000,1241408.3458,97896.7561,2785547.3900,812064.3389
EPSG:26744: NAD27 / California zone IV,-122.0000,35.7800,-115.6500,37.5800,1110503.1305,176506.3711,2993834.3815,834879.7466
EPSG:26745: NAD27 / California zone V,-121.3600,33.1600,-114.1300,35.8100,971835.1231,-106569.8179,3184742.4744,862812.9539
EPSG:26746: NAD27 / California zone VI,-118.1400,32.5100,-114.4300,34.0800,1417598.0208,129802.9241,2561340.0062,701360.0228
EPSG:26747: NAD27 / California zone VII,-118.9800,32.7500,-117.6300,34.8200,3988089.5717,-85862.6504,4403278.7401,667567.7273
EPSG:26748: NAD27 / Arizona East,-111.7200,31.3300,-109.0500,37.0000,15190.8646,121752.8027,848851.7209,2186936.2564
EPSG:26749: NAD27 / Arizona Central,-113.3300,31.3300,-110.4500,37.0000,58926.5593,122820.1215,958151.7216,2186536.7295
EPSG:26750: NAD27 / Arizona West,-114.7500,32.0400,-112.5200,37.0000,190368.8474,379694.0346,881366.5430,2185634.5612
EPSG:26751: NAD27 / Arkansas North,-94.6300,34.6600,-89.6500,36.4900,1209158.4115,127297.9355,2706748.0338,795306.7978
EPSG:26752: NAD27 / Arkansas South,-94.4900,33.0000,-90.0600,35.0900,1236611.9454,126885.7124,2594864.7962,890871.3435
EPSG:26753: NAD27 / Colorado North,-109.0500,39.5600,-102.0500,41.0000,999467.0893,101495.0913,2972675.6267,626767.3945
EPSG:26754: NAD27 / Colorado Central,-109.0500,38.1400,-102.0500,40.0900,979314.9039,130528.3287,2992265.3747,841322.7768
EPSG:26755: NAD27 / Colorado South,-109.0500,37.0000,-102.0500,38.6700,963649.0858,139973.7171,3007489.9271,748736.8049
EPSG:26756: NAD27 / Connecticut,-73.7300,40.9500,-71.7800,42.0500,329154.2235,43972.5687,867829.4558,444798.2182
EPSG:26757: NAD27 / Delaware,-75.7800,38.4400,-74.9500,39.8400,395827.8466,160395.3515,633563.6887,670444.8685
EPSG:26758: NAD27 / Florida East,-82.0500,24.4300,-80.0200,30.8300,150592.3783,36124.0400,825967.8999,2363161.4174
EPSG:26759: NAD27 / Florida West,-83.1800,26.3100,-81.1300,29.5900,113375.5871,719160.9777,784942.4486,1912575.5712
EPSG:26760: NAD27 / Florida North,-87.6400,29.2800,-82.0500,31.0000,998950.0453,110126.2847,2781047.9108,740835.2907
EPSG:26766: NAD27 / Georgia East,-83.4600,30.3500,-80.7900,34.6900,92005.9127,129527.2162,934174.7276,1708875.0466
EPSG:26767: NAD27 / Georgia West,-85.0200,30.6200,-83.0000,35.0000,231558.7999,226414.7235,866937.0882,1820923.5197
EPSG:26768: NAD27 / Idaho East,-113.2400,42.0000,-111.0500,44.7600,208478.1947,123315.1438,803728.9325,1129437.3090
EPSG:26769: NAD27 / Idaho Central,-115.3000,42.0000,-112.6900,45.7100,146884.8791,124172.5639,856298.2251,1476555.5240
EPSG:26770: NAD27 / Idaho West,-117.2400,42.0000,-114.3000,49.0000,95262.6928,124830.2858,894359.8058,2677258.7410
EPSG:26771: NAD27 / Illinois East,-89.2700,37.0000,-87.5000,42.5000,226481.4118,122406.2034,743363.7360,2126150.7013
EPSG:26772: NAD27 / Illinois West,-91.5100,36.9700,-88.9300,42.5000,107592.5898,112756.3975,861302.2957,2127562.5797
EPSG:26773: NAD27 / Indiana East,-86.5800,37.9500,-84.8100,41.7500,236625.8044,164963.5152,747013.3653,1549343.4865
EPSG:26774: NAD27 / Indiana West,-88.0900,37.7700,-86.2400,41.7500,209019.7460,99387.7142,743767.3526,1549632.6474
