name,bound_xmin,bound_ymin,bound_xmax,bound_ymax,reprojected_bound_xmin,reprojected_bound_ymin,reprojected_bound_xmax,reprojected_bound_ymax
EPSG:32066: NAD27 / BLM 16N (ftUS),-89.9400,23.9700,-83.9400,30.2300,658769.0038,8706787.7875,2662053.3636,10984327.1646
EPSG:32067: NAD27 / BLM 17N (ftUS),-84.0800,23.8200,-81.1800,29.9200,610784.3903,8642072.8243,1583346.0709,10871720.7038
EPSG:32074: NAD27 / BLM 14N (feet),-96.9800,25.9700,-95.8700,27.6100,2294535.7274,9428200.8966,2668778.4473,10031842.9241
EPSG:32075: NAD27 / BLM 15N (feet),-95.9100,25.6100,-89.9100,28.6800,681600.4764,9302818.0543,2658626.5681,10420720.6314
EPSG:32076: NAD27 / BLM 16N (feet),-89.9400,23.9700,-83.9400,30.2300,658769.0038,8706787.7875,2662053.3636,10984327.1646
EPSG:32077: NAD27 / BLM 17N (feet),-84.0800,23.8200,-81.1800,29.9200,610784.3903,8642072.8243,1583346.0709,10871720.7038
EPSG:32081: NAD27 / MTM zone 1,-54.5000,46.6000,-52.6200,49.8000,189802.5075,5162115.4819,333835.1920,5518916.6691
EPSG:32082: NAD27 / MTM zone 2,-57.5000,46.6000,-54.5000,54.7000,189814.3315,5163136.5744,419650.2661,6064057.1792
EPSG:32083: NAD27 / MTM zone 3,-60.5000,47.4000,-57.5000,55.9000,153781.1011,5251457.7098,380220.5341,6198394.3137
EPSG:32084: NAD27 / MTM zone 4,-63.0000,47.1300,-60.0000,59.1000,190946.5767,5222041.7120,418538.2905,6553896.6899
EPSG:32085: NAD27 / MTM zone 5,-66.0000,47.8800,-63.0000,60.5200,192569.0145,5305421.5042,416931.5619,6712061.9405
EPSG:32086: NAD27 / MTM zone 6,-69.0000,47.1000,-66.0000,59.1000,190898.5195,5218709.1941,418618.1546,6553891.6602
EPSG:32098: NAD27 / Quebec Lambert,-79.7600,44.9900,-57.1000,62.5600,-886290.9917,180252.6974,897139.1929,2106147.4408
EPSG:32099: NAD27 / Louisiana Offshore,-94.0500,28.8800,-88.8100,33.0300,1130259.6752,1176172.1914,2807914.1005,2690432.5394
EPSG:32100: NAD83 / Montana,-116.0400,44.3600,-104.0200,49.0000,79007.9567,27511.8821,1036701.0997,547834.4743
EPSG:32104: NAD83 / Nebraska,-104.0600,40.0000,-95.3200,43.0000,153428.3468,26645.0430,899448.1161,361947.0437
EPSG:32107: NAD83 / Nevada East,-117.0100,35.0000,-114.0500,42.0000,69770.5924,8028661.8850,339966.9596,8805835.5551
EPSG:32108: NAD83 / Nevada Central,-118.1900,36.0000,-115.0000,41.0000,362659.3383,6139743.7688,650264.3935,6694983.7149
EPSG:32109: NAD83 / Nevada West,-120.0000,36.9700,-117.0100,42.0000,673859.6330,4247236.6449,940090.9379,4805895.6850
EPSG:32110: NAD83 / New Hampshire,-72.5600,42.7000,-70.6500,45.3100,226805.5479,22603.2298,383299.7381,312712.6906
EPSG:32111: NAD83 / New Jersey,-75.5600,38.6500,-73.8800,41.3600,57733.4085,-20167.5315,203966.8014,281066.3612
EPSG:32112: NAD83 / New Mexico East,-105.7200,32.0000,-103.0000,37.0000,33975.7707,111644.9235,290984.4259,666375.0710
EPSG:32113: NAD83 / New Mexico Central,-107.7200,31.7800,-104.8500,37.0000,360771.5060,87328.0745,632597.9589,666480.3190
EPSG:32114: NAD83 / New Mexico West,-109.0500,31.3300,-106.8800,37.0000,714210.8375,36977.3011,920726.7283,666173.1978
EPSG:32115: NAD83 / New York East,-75.8600,40.8800,-73.2500,45.0300,35378.7713,227974.7515,255350.1707,689107.7394
EPSG:32116: NAD83 / New York Central,-77.7500,42.0000,-75.0700,44.4000,153346.1079,222752.4681,375374.5352,489823.2918
EPSG:32117: NAD83 / New York West,-79.7600,42.0000,-77.3700,43.6400,252517.6336,222763.8060,450520.1082,404984.3480
EPSG:32118: NAD83 / New York Long Island,-74.2700,40.4700,-71.7500,41.3100,277102.1637,33718.9600,490794.6230,129387.2653
EPSG:32119: NAD83 / North Carolina,-84.3200,33.8000,-75.4300,36.5800,117107.3758,11491.8435,940177.4915,326719.7326
EPSG:32120: NAD83 / North Dakota North,-104.0500,47.1500,-96.8300,49.0000,330834.9323,22883.4940,878256.8267,228776.9450
EPSG:32121: NAD83 / North Dakota South,-104.0500,45.9300,-96.5700,47.8100,324736.0741,35492.6157,904705.3997,245626.3002
EPSG:32122: NAD83 / Ohio North,-84.8100,40.1000,-80.5200,42.3200,403035.4106,50037.9436,768832.0282,297193.4006
EPSG:32123: NAD83 / Ohio South,-84.8100,38.4000,-80.6900,40.3500,398219.4372,45991.4538,758111.7741,263407.7603
EPSG:32124: NAD83 / Oklahoma North,-103.0000,35.2600,-94.4300,37.0100,145176.9959,34820.8524,924814.0110,234484.7720
EPSG:32125: NAD83 / Oklahoma South,-100.0000,33.6100,-94.4300,35.5500,414387.7434,32528.5736,931270.4859,251620.1388
EPSG:32126: NAD83 / Oregon North,-124.1500,43.9600,-116.4600,46.2900,2207116.8067,39214.5883,2824152.7336,299313.5033
EPSG:32127: NAD83 / Oregon South,-124.6000,42.0000,-116.8800,44.5600,1160413.4105,43511.1118,1799856.5177,329408.4342
EPSG:32128: NAD83 / Pennsylvania North,-80.5200,40.6000,-74.6900,42.5100,365568.7301,51873.1803,858964.8870,264701.5958
EPSG:32129: NAD83 / Pennsylvania South,-80.5200,39.7100,-74.7200,41.1800,362490.2882,45548.6262,859794.6690,209415.9846
EPSG:32130: NAD83 / Rhode Island,-71.9000,41.1200,-71.1000,42.0200,66407.2099,4149.1392,133592.7901,104107.2603
EPSG:32133: NAD83 / South Carolina,-83.3600,32.0000,-78.5000,35.2100,386567.9711,21032.2783,845860.2339,377250.6743
EPSG:32134: NAD83 / South Dakota North,-104.0700,44.1400,-96.4600,45.9400,274445.5512,40270.6815,883189.4294,242045.2257
EPSG:32135: NAD83 / South Dakota South,-104.0700,42.4900,-96.4600,44.7800,292873.9997,24314.9308,918350.9754,278976.8541
EPSG:32136: NAD83 / Tennessee,-90.3200,35.0000,-81.6600,36.6800,205742.0613,82671.0346,996082.0131,268971.7552
EPSG:32137: NAD83 / Texas North,-103.0500,34.3100,-100.0000,36.5000,57317.9837,1035439.5662,338079.7297,1278450.0178
EPSG:32138: NAD83 / Texas North Central,-103.0500,31.7400,-94.0000,34.5800,168925.2184,2017265.0981,1026340.6098,2332143.3626
EPSG:32139: NAD83 / Texas Central,-106.6300,29.7800,-93.5100,32.2600,91382.5171,3029793.9690,1359462.1608,3307224.9370
EPSG:32140: NAD83 / Texas South Central,-105.0000,27.8200,-93.8300,30.6600,8986.6494,4009781.4798,1109314.0477,4328046.4419
EPSG:32141: NAD83 / Texas South,-100.2000,25.8300,-97.1200,28.2000,129543.4629,5018853.6899,438372.0279,5281817.5368
EPSG:32142: NAD83 / Utah North,-114.0500,40.5500,-109.0500,42.0000,284027.0557,1026986.1455,707505.7072,1188193.7207
EPSG:32143: NAD83 / Utah Central,-114.0500,38.5000,-109.0500,41.0800,277549.3321,2021431.8387,713729.3387,2308013.4967
EPSG:32144: NAD83 / Utah South,-114.0500,37.0000,-109.0500,38.5800,273038.3315,3039851.4748,718063.2890,3215389.4067
EPSG:32145: NAD83 / Vermont,-73.4400,42.7000,-71.5000,45.0000,422982.1130,22644.6648,581933.9621,278245.0530
EPSG:32146: NAD83 / Virginia North,-80.0500,37.7700,-76.5000,39.4500,3363434.3107,2012622.8118,3676208.2257,2199835.7224
EPSG:32147: NAD83 / Virginia South,-83.6800,36.5300,-75.1700,38.2700,3036306.1186,1027084.7300,3798176.7140,1227370.5128
EPSG:32148: NAD83 / Washington North,-124.7500,47.0800,-117.0300,49.0000,202656.1791,16031.4207,788746.9402,229671.2630
EPSG:32149: NAD83 / Washington South,-124.5000,45.5500,-116.9000,47.6000,187754.6365,30497.7688,781043.7173,259585.0321
EPSG:32150: NAD83 / West Virginia North,-81.7600,38.7500,-77.7300,40.6300,403546.8531,29270.4606,753865.5976,238890.8448
EPSG:32151: NAD83 / West Virginia South,-82.6500,37.2000,-79.0500,39.1800,453513.4977,23502.1706,773116.7841,243745.5465
EPSG:32152: NAD83 / Wisconsin North,-92.8800,45.3700,-88.0500,47.2900,374427.4323,24474.5751,752749.5534,239971.2689
EPSG:32153: NAD83 / Wisconsin Central,-92.8800,43.9800,-86.2500,46.0200,368962.7036,20394.9761,900785.9536,249710.0915
EPSG:32154: NAD83 / Wisconsin South,-91.4300,42.4900,-86.9000,44.3300,482435.6354,55443.7792,854813.5999,263451.7872
EPSG:32155: NAD83 / Wyoming East,-106.3300,41.0000,-104.0500,45.0000,102127.9018,56121.7195,293945.9252,500522.8409
EPSG:32156: NAD83 / Wyoming East Central,-108.6200,41.0000,-106.0000,45.0000,291751.5422,156318.5452,512174.6660,600729.3640
EPSG:32157: NAD83 / Wyoming West Central,-110.1700,41.0000,-107.5000,45.0000,480533.7763,56273.7365,705163.5871,500845.4780
EPSG:32158: NAD83 / Wyoming West,-111.0500,41.0000,-109.0400,45.0000,718673.8590,155971.1804,887776.2423,600393.9977
EPSG:32161: NAD83 / Puerto Rico & Virgin Is.,-67.2700,17.6800,-64.5600,18.5200,111231.1231,183231.7365,398754.6302,277013.7472
EPSG:32164: NAD83 / BLM 14N (ftUS),-96.9800,25.9700,-95.8700,27.6100,2294436.6346,9428862.5614,2668693.4547,10032508.2873
EPSG:32165: NAD83 / BLM 15N (ftUS),-95.9100,25.6100,-89.9100,28.6800,681559.9292,9303474.9169,2658619.3519,10421381.5074
EPSG:32166: NAD83 / BLM 16N (ftUS),-89.9400,23.9700,-83.9400,30.2300,658829.3910,8707415.1600,2662093.9326,10984996.6013
EPSG:32167: NAD83 / BLM 17N (ftUS),-84.0800,23.8200,-81.1800,29.9200,610868.7588,8642731.7219,1583413.8131,10872385.9853
EPSG:32180: NAD83 / SCoPQ zone 2,-57.0000,46.6000,-54.0000,53.7600,189879.5923,5163357.0668,419720.4077,5959651.8626
EPSG:32181: NAD83 / MTM zone 1,-54.5000,46.6000,-52.6200,49.8000,189879.5923,5162334.1017,333913.3394,5519129.4217
EPSG:32182: NAD83 / MTM zone 2,-57.5000,46.6000,-54.5000,54.7000,189879.5923,5163357.0668,419720.4077,6064260.7885
EPSG:32183: NAD83 / MTM zone 3,-60.5000,47.4000,-57.5000,55.9000,153844.5894,5251676.6066,380278.6538,6198617.2623
EPSG:32184: NAD83 / MTM zone 4,-63.0000,47.1300,-60.0000,59.1000,191005.3406,5222269.0375,418594.6594,6554118.7775
EPSG:32185: NAD83 / MTM zone 5,-66.0000,47.8800,-63.0000,60.5200,192615.1157,5305643.7524,416984.8843,6712276.9974
EPSG:32186: NAD83 / MTM zone 6,-69.0000,47.1000,-66.0000,59.1000,190941.3563,5218934.2613,418658.6437,6554118.7775
EPSG:32187: NAD83 / MTM zone 7,-72.0000,44.9900,-69.0000,61.9000,186520.9794,4984429.4038,423079.0206,6866010.3299
EPSG:32188: NAD83 / MTM zone 8,-75.0000,44.9900,-72.0000,62.5600,186520.9794,4984429.4038,423079.0206,6939545.2562
EPSG:32189: NAD83 / MTM zone 9,-78.0000,43.5000,-75.0000,62.5600,183496.3643,4818880.0019,426103.6357,6939545.2562
EPSG:32190: NAD83 / MTM zone 10,-81.0000,42.1000,-78.0000,62.4600,180729.5721,4663366.9872,428870.4279,6928403.1791
EPSG:32191: NAD83 / MTM zone 11,-83.5900,41.6800,-81.0000,46.0000,214050.0658,4616206.8633,429686.0222,5096670.4351
EPSG:32192: NAD83 / MTM zone 12,-82.5000,46.0000,-79.5000,55.3000,188617.1146,5096670.4351,420982.8854,6131040.4099
EPSG:32193: NAD83 / MTM zone 13,-85.5000,46.0000,-82.5000,55.5300,188617.1146,5096670.4351,420982.8854,6156640.8990
EPSG:32194: NAD83 / MTM zone 14,-88.5000,47.2000,-85.5000,56.7000,191154.7596,5230050.2455,418445.2404,6286883.3724
EPSG:32195: NAD83 / MTM zone 15,-91.5000,47.8000,-88.5000,56.8600,192442.4789,5296749.9632,417157.5211,6304696.1015
EPSG:32196: NAD83 / MTM zone 16,-94.5000,48.0000,-91.5000,55.3000,192874.4840,5318984.6537,416725.5160,6131040.4099
EPSG:32197: NAD83 / MTM zone 17,-95.1500,48.5000,-94.5000,55.3000,358782.3102,5373836.7347,415639.5030,6131040.4099
EPSG:32198: NAD83 / Quebec Lambert,-79.7600,44.9900,-57.1000,62.5600,-886251.0296,180252.9126,897177.3418,2106143.8139
EPSG:32199: NAD83 / Louisiana Offshore,-94.0500,28.8800,-88.8100,33.0300,734891.5575,377005.2875,1246244.4400,838558.2498
EPSG:32201: WGS 72 / UTM zone 1N,-180.0000,0.0000,-174.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32202: WGS 72 / UTM zone 2N,-174.0000,0.0000,-168.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32203: WGS 72 / UTM zone 3N,-168.0000,0.0000,-162.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32204: WGS 72 / UTM zone 4N,-162.0000,0.0000,-156.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32205: WGS 72 / UTM zone 5N,-156.0000,0.0000,-150.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32206: WGS 72 / UTM zone 6N,-150.0000,0.0000,-144.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32207: WGS 72 / UTM zone 7N,-144.0000,0.0000,-138.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32208: WGS 72 / UTM zone 8N,-138.0000,0.0000,-132.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32209: WGS 72 / UTM zone 9N,-132.0000,0.0000,-126.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32210: WGS 72 / UTM zone 10N,-126.0000,0.0000,-120.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32211: WGS 72 / UTM zone 11N,-120.0000,0.0000,-114.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32212: WGS 72 / UTM zone 12N,-114.0000,0.0000,-108.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32213: WGS 72 / UTM zone 13N,-108.0000,0.0000,-102.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32214: WGS 72 / UTM zone 14N,-102.0000,0.0000,-96.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32215: WGS 72 / UTM zone 15N,-96.0000,0.0000,-90.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32216: WGS 72 / UTM zone 16N,-90.0000,0.0000,-84.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32217: WGS 72 / UTM zone 17N,-84.0000,0.0000,-78.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32218: WGS 72 / UTM zone 18N,-78.0000,0.0000,-72.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32219: WGS 72 / UTM zone 19N,-72.0000,0.0000,-66.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32220: WGS 72 / UTM zone 20N,-66.0000,0.0000,-60.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32221: WGS 72 / UTM zone 21N,-60.0000,0.0000,-54.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32222: WGS 72 / UTM zone 22N,-54.0000,0.0000,-48.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32223: WGS 72 / UTM zone 23N,-48.0000,0.0000,-42.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32224: WGS 72 / UTM zone 24N,-42.0000,0.0000,-36.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32225: WGS 72 / UTM zone 25N,-36.0000,0.0000,-30.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32226: WGS 72 / UTM zone 26N,-30.0000,0.0000,-24.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32227: WGS 72 / UTM zone 27N,-24.0000,0.0000,-18.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32228: WGS 72 / UTM zone 28N,-18.0000,0.0000,-12.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32229: WGS 72 / UTM zone 29N,-12.0000,0.0000,-6.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32230: WGS 72 / UTM zone 30N,-6.0000,0.0000,0.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32231: WGS 72 / UTM zone 31N,0.0000,0.0000,6.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32232: WGS 72 / UTM zone 32N,6.0000,0.0000,12.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32233: WGS 72 / UTM zone 33N,12.0000,0.0000,18.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32234: WGS 72 / UTM zone 34N,18.0000,0.0000,24.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32235: WGS 72 / UTM zone 35N,24.0000,0.0000,30.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32236: WGS 72 / UTM zone 36N,30.0000,0.0000,36.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32237: WGS 72 / UTM zone 37N,36.0000,0.0000,42.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32238: WGS 72 / UTM zone 38N,42.0000,0.0000,48.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32239: WGS 72 / UTM zone 39N,48.0000,0.0000,54.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32240: WGS 72 / UTM zone 40N,54.0000,0.0000,60.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32241: WGS 72 / UTM zone 41N,60.0000,0.0000,66.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32242: WGS 72 / UTM zone 42N,66.0000,0.0000,72.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32243: WGS 72 / UTM zone 43N,72.0000,0.0000,78.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32244: WGS 72 / UTM zone 44N,78.0000,0.0000,84.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32245: WGS 72 / UTM zone 45N,84.0000,0.0000,90.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32246: WGS 72 / UTM zone 46N,90.0000,0.0000,96.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32247: WGS 72 / UTM zone 47N,96.0000,0.0000,102.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32248: WGS 72 / UTM zone 48N,102.0000,0.0000,108.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32249: WGS 72 / UTM zone 49N,108.0000,0.0000,114.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32250: WGS 72 / UTM zone 50N,114.0000,0.0000,120.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32251: WGS 72 / UTM zone 51N,120.0000,0.0000,126.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32252: WGS 72 / UTM zone 52N,126.0000,0.0000,132.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32253: WGS 72 / UTM zone 53N,132.0000,0.0000,138.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32254: WGS 72 / UTM zone 54N,138.0000,0.0000,144.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32255: WGS 72 / UTM zone 55N,144.0000,0.0000,150.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32256: WGS 72 / UTM zone 56N,150.0000,0.0000,156.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32257: WGS 72 / UTM zone 57N,156.0000,0.0000,162.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32258: WGS 72 / UTM zone 58N,162.0000,0.0000,168.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32259: WGS 72 / UTM zone 59N,168.0000,0.0000,174.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32260: WGS 72 / UTM zone 60N,174.0000,0.0000,180.0000,84.0000,166021.5478,0.0000,833978.4522,9329002.4340
EPSG:32301: WGS 72 / UTM zone 1S,-180.0000,-80.0000,-174.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32302: WGS 72 / UTM zone 2S,-174.0000,-80.0000,-168.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32303: WGS 72 / UTM zone 3S,-168.0000,-80.0000,-162.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32304: WGS 72 / UTM zone 4S,-162.0000,-80.0000,-156.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32305: WGS 72 / UTM zone 5S,-156.0000,-80.0000,-150.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32306: WGS 72 / UTM zone 6S,-150.0000,-80.0000,-144.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32307: WGS 72 / UTM zone 7S,-144.0000,-80.0000,-138.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32308: WGS 72 / UTM zone 8S,-138.0000,-80.0000,-132.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32309: WGS 72 / UTM zone 9S,-132.0000,-80.0000,-126.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32310: WGS 72 / UTM zone 10S,-126.0000,-80.0000,-120.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32311: WGS 72 / UTM zone 11S,-120.0000,-80.0000,-114.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32312: WGS 72 / UTM zone 12S,-114.0000,-80.0000,-108.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32313: WGS 72 / UTM zone 13S,-108.0000,-80.0000,-102.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32314: WGS 72 / UTM zone 14S,-102.0000,-80.0000,-96.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32315: WGS 72 / UTM zone 15S,-96.0000,-80.0000,-90.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32316: WGS 72 / UTM zone 16S,-90.0000,-80.0000,-84.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32317: WGS 72 / UTM zone 17S,-84.0000,-80.0000,-78.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32318: WGS 72 / UTM zone 18S,-78.0000,-80.0000,-72.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32319: WGS 72 / UTM zone 19S,-72.0000,-80.0000,-66.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32320: WGS 72 / UTM zone 20S,-66.0000,-80.0000,-60.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32321: WGS 72 / UTM zone 21S,-60.0000,-80.0000,-54.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32322: WGS 72 / UTM zone 22S,-54.0000,-80.0000,-48.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32323: WGS 72 / UTM zone 23S,-48.0000,-80.0000,-42.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32324: WGS 72 / UTM zone 24S,-42.0000,-80.0000,-36.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32325: WGS 72 / UTM zone 25S,-36.0000,-80.0000,-30.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32326: WGS 72 / UTM zone 26S,-30.0000,-80.0000,-24.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32327: WGS 72 / UTM zone 27S,-24.0000,-80.0000,-18.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32328: WGS 72 / UTM zone 28S,-18.0000,-80.0000,-12.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32329: WGS 72 / UTM zone 29S,-12.0000,-80.0000,-6.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32330: WGS 72 / UTM zone 30S,-6.0000,-80.0000,0.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32331: WGS 72 / UTM zone 31S,0.0000,-80.0000,6.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32332: WGS 72 / UTM zone 32S,6.0000,-80.0000,12.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32333: WGS 72 / UTM zone 33S,12.0000,-80.0000,18.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32334: WGS 72 / UTM zone 34S,18.0000,-80.0000,24.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32335: WGS 72 / UTM zone 35S,24.0000,-80.0000,30.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32336: WGS 72 / UTM zone 36S,30.0000,-80.0000,36.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32337: WGS 72 / UTM zone 37S,36.0000,-80.0000,42.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32338: WGS 72 / UTM zone 38S,42.0000,-80.0000,48.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32339: WGS 72 / UTM zone 39S,48.0000,-80.0000,54.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32340: WGS 72 / UTM zone 40S,54.0000,-80.0000,60.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32341: WGS 72 / UTM zone 41S,60.0000,-80.0000,66.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32342: WGS 72 / UTM zone 42S,66.0000,-80.0000,72.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32343: WGS 72 / UTM zone 43S,72.0000,-80.0000,78.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32344: WGS 72 / UTM zone 44S,78.0000,-80.0000,84.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32345: WGS 72 / UTM zone 45S,84.0000,-80.0000,90.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32346: WGS 72 / UTM zone 46S,90.0000,-80.0000,96.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32347: WGS 72 / UTM zone 47S,96.0000,-80.0000,102.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
EPSG:32348: WGS 72 / UTM zone 48S,102.0000,-80.0000,108.0000,0.0000,166021.5478,1116917.6395,833978.4522,10000000.0000
